Abstimmungsnummer,Abstimmungsdatum,Titel,Offizieller Titel,Rechtsform,Initiativform,Stichwort,Volksmehr,Ständemehr,Ergebnis,Stimmbeteiligung (%),Ja-Stimmen,Nein-Stimmen,Kantone Ja,Kantone Nein,Swissvotes-Link
90.0,1922-06-11 00:00:00,Initiative «betreffend die Ausweisung von Ausländern»,"Volksinitiative «betreffend die Ausweisung von Ausländern, Teil II»",Volksinitiative,Ausformulierter Verfassungsentwurf,.,0,0,Abgelehnt,45.599603,159200.0,258881.0,0.0,22.0,https://swissvotes.ch/vote/90.00
91.0,1922-06-11 00:00:00,Initiative «betreffend die Wählbarkeit der Bundesbeamten in den Nationalrat»,Volksinitiative «betreffend die Wählbarkeit der Bundesbeamten in den Nationalrat»,Volksinitiative,Ausformulierter Verfassungsentwurf,Unvereinbarkeits-Initiative,0,0,Abgelehnt,45.599603,160181.0,257469.0,5.0,17.0,https://swissvotes.ch/vote/91.00
92.0,1922-09-24 00:00:00,Strafrechtsrevision (innere Sicherheit und bedingter Strafvollzug),Bundesgesetz betreffend Abänderung des Bundesstrafrechts vom 4. Februar 1853 in bezug auf Verbrechen gegen die verfassungsmässige Ordnung und innere Sicherheit und in bezug auf die Einführung des bedingten Strafvollzugs,Fakultatives Referendum,Nicht zutreffend,"«Lex Häberlin», «Umsturzgesetz», «Zuchthausgesetz»",0,3,Abgelehnt,70.310116,303794.0,376832.0,9.5,12.5,https://swissvotes.ch/vote/92.00
93.0,1922-12-03 00:00:00,Initiative für eine einmalige Vermögensabgabe,Volksbegehren betreffend Erhebung einer einmaligen Vermögensabgabe (Art. 42bis der Bundesverfassung),Volksinitiative,Ausformulierter Verfassungsentwurf,.,0,0,Abgelehnt,86.259764,109702.0,736952.0,0.0,22.0,https://swissvotes.ch/vote/93.00
94.0,1923-02-18 00:00:00,Schutzhaft-Initiative,Volksinitiative «Schutzhaft»,Volksinitiative,Ausformulierter Verfassungsentwurf,.,0,0,Abgelehnt,53.238028,55145.0,445606.0,0.0,22.0,https://swissvotes.ch/vote/94.00
95.0,1923-02-18 00:00:00,Abkommen mit Frankreich betreffend Hochsavoyen,Bundesbeschluss über die Ratifikation des am 7. August 1921 in Paris unterzeichneten Abkommens zwischen der Schweiz und Frankreich zur Regelung der Handelsbeziehungen und des freundnachbarlichen Grenzverkehrs zwischen den ehemaligen Freizonen Hochsavoyens,Fakultatives Referendum,Nicht zutreffend,.,0,3,Abgelehnt,53.425971,93892.0,414305.0,4.0,18.0,https://swissvotes.ch/vote/95.00
96.0,1923-04-15 00:00:00,Zollinitiative,Volksinitiative «zur Wahrung der Volksrechte in der Zollfrage»,Volksinitiative,Ausformulierter Verfassungsentwurf,.,0,0,Abgelehnt,65.760219,171020.0,467876.0,0.5,21.5,https://swissvotes.ch/vote/96.00
97.0,1923-06-03 00:00:00,Bundesbeschluss zum Alkoholwesen,Bundesbeschluss betreffend die Revision der Art. 31 und 32bis (Alkoholwesen) der Bundesverfassung,Obligatorisches Referendum,Nicht zutreffend,.,0,0,Abgelehnt,64.577784,262688.0,360397.0,10.0,12.0,https://swissvotes.ch/vote/97.00
98.0,1924-02-17 00:00:00,Fabrikgesetz,Bundesgesetz betreffend Abänderung von Art. 41 des Fabrikgesetzes vom 18. Juni 1914 / 27. Juni 1919,Fakultatives Referendum,Nicht zutreffend,«Lex Schulthess»,0,3,Abgelehnt,76.984381,320668.0,436180.0,8.0,14.0,https://swissvotes.ch/vote/98.00
99.0,1925-05-24 00:00:00,Initiative für eine AHV/IV,"Volksinitiative «für eine Invaliditäts-, Alters- und Hinterlassenenversicherung» (AHV)",Volksinitiative,Ausformulierter Verfassungsentwurf,Initiative Rothenberger,0,0,Abgelehnt,68.235294,282527.0,390129.0,6.0,16.0,https://swissvotes.ch/vote/99.00
100.0,1925-10-25 00:00:00,Beschluss betreffend Aufenthalt und Niederlassung der Ausländer,Bundesbeschluss betreffend Aufenthalt und Niederlassung der Ausländer,Obligatorisches Referendum,Nicht zutreffend,.,1,1,Angenommen,67.95219,382381.0,232272.0,18.5,3.5,https://swissvotes.ch/vote/100.00
101.0,1925-12-06 00:00:00,Bundesbeschluss betreffend eine AHV/IV,"Bundesbeschluss betreffend die Alters-, Hinterlassenen- und Invalidenversicherung",Obligatorisches Referendum,Nicht zutreffend,.,1,1,Angenommen,63.075245,410988.0,217483.0,16.5,5.5,https://swissvotes.ch/vote/101.00
102.0,1926-12-05 00:00:00,Artikel zur Getreideversorgung,Bundesbeschluss über die Aufnahme eines neuen Artikels 23bis in die Bundesverfassung betreffend die Getreideversorgung des Landes,Obligatorisches Referendum,Nicht zutreffend,.,0,0,Abgelehnt,72.711438,366507.0,372049.0,8.0,14.0,https://swissvotes.ch/vote/102.00
103.0,1927-05-15 00:00:00,Entschädigung an Kantone für Alpenstrassen,Bundesbeschluss betreffend die Abänderung des Artikels 30 der Bundesverfassung (Internationale Alpenstrassen),Obligatorisches Referendum,Nicht zutreffend,.,1,1,Angenommen,55.312021,334206.0,199305.0,21.0,1.0,https://swissvotes.ch/vote/103.00
104.0,1927-05-15 00:00:00,Gesetz über den Automobil- und Fahrradverkehr,Bundesgesetz über den Automobil- und Fahrradverkehr,Fakultatives Referendum,Nicht zutreffend,.,0,3,Abgelehnt,57.853788,230287.0,343387.0,7.5,14.5,https://swissvotes.ch/vote/104.00
105.0,1928-05-20 00:00:00,Massnahmen gegen die Überfremdung,Bundesbeschluss betreffend Revision des Art. 44 der Bundesverfassung (Massnahmen gegen die Überfremdung),Obligatorisches Referendum,Nicht zutreffend,.,1,1,Angenommen,45.245902,316250.0,131215.0,19.5,2.5,https://swissvotes.ch/vote/105.00
106.0,1928-12-02 00:00:00,Initiative für die Erhaltung der Kursäle,Volksinitiative zur Abänderung des Art. 35 der Bundesverfassung (Volksbegehren zur Erhaltung der Kursäle und zur Förderung des Fremdenverkehrs),Volksinitiative,Ausformulierter Verfassungsentwurf,.,1,1,Angenommen,55.522995,296395.0,274528.0,14.5,7.5,https://swissvotes.ch/vote/106.00
107.1,1929-03-03 00:00:00,Initiative zur Getreideversorgung,Volksbegehren um Aufnahme eines Art. 23bis in die Bundesverfassung (Getreideversorgung der Schweiz),Volksinitiative,Ausformulierter Verfassungsentwurf,.,0,0,Abgelehnt,67.260018,18487.0,672004.0,0.0,22.0,https://swissvotes.ch/vote/107.10
107.2,1929-03-03 00:00:00,Gegenentwurf zur Initiative zur Getreideversorgung,Gegenentwurf zur Volksinitiative «Getreideversorgung»,Direkter Gegenentwurf,Nicht zutreffend,.,1,1,Angenommen,67.260018,461176.0,228357.0,21.0,1.0,https://swissvotes.ch/vote/107.20
108.0,1929-03-03 00:00:00,Zolltarifgesetz,Bundesgesetz betreffend Abänderung von Art.14 des Bundesgesetzes vom 10. Oktober 1902 betreffend den schweizerischen Zolltarif,Fakultatives Referendum,Nicht zutreffend,.,1,3,Angenommen,67.260018,454535.0,229801.0,21.0,1.0,https://swissvotes.ch/vote/108.00
109.0,1929-05-12 00:00:00,Initiative «betreffend die Gesetzgebung über den Strassenverkehr»,Volksinitiative «betreffend die Gesetzgebung über den Strassenverkehr»,Volksinitiative,Ausformulierter Verfassungsentwurf,.,0,0,Abgelehnt,65.084716,248350.0,420082.0,3.0,19.0,https://swissvotes.ch/vote/109.00
110.0,1929-05-12 00:00:00,Initiative «für ein Branntweinverbot»,Volksinitiative «für ein Branntweinverbot»,Volksinitiative,Ausformulierter Verfassungsentwurf,.,0,0,Abgelehnt,66.407361,226794.0,467724.0,0.5,21.5,https://swissvotes.ch/vote/110.00
111.0,1930-04-06 00:00:00,Neuregelung des Alkoholwesens,Bundesbeschluss betreffend die Revision der Art. 31 und 32bis der Bundesverfassung und die Aufnahme eines neuen Art. 32quater (Alkoholwesen),Obligatorisches Referendum,Nicht zutreffend,.,1,1,Angenommen,75.708271,494248.0,321641.0,17.0,5.0,https://swissvotes.ch/vote/111.00
112.0,1931-02-08 00:00:00,Ordensverbot,Bundesbeschluss über das Volksbegehren um Revision des Artikels 12 der Bundesverfassung (Ordensverbot) (Gegenentwurf),Direkter Gegenentwurf,Nicht zutreffend,.,1,1,Angenommen,41.832702,293845.0,124804.0,17.0,5.0,https://swissvotes.ch/vote/112.00
113.0,1931-03-15 00:00:00,Beschluss über die Mitgliederzahl des Nationalrates,Bundesbeschluss über die Revision des Art. 72 der Bundesverfassung (Wahl des Nationalrats),Obligatorisches Referendum,Nicht zutreffend,.,1,1,Angenommen,53.476592,296053.0,253382.0,13.5,8.5,https://swissvotes.ch/vote/113.00
114.0,1931-03-15 00:00:00,"Amtsdauer des Nationalrats, des Bundesrats und des Bundeskanzlers","Bundesbeschluss über die Revision der Art. 76, 96 , Abs. 1, und 105, Abs. 2, der Bundesverfassung (Amtsdauer des Nationalrats, des Bundesrats und des Bundeskanzlers)",Obligatorisches Referendum,Nicht zutreffend,.,1,1,Angenommen,53.476592,297938.0,256919.0,16.0,6.0,https://swissvotes.ch/vote/114.00
115.0,1931-12-06 00:00:00,Gesetz über die AHV,Bundesgesetz über die Alters- und Hinterlassenenversicherung,Fakultatives Referendum,Nicht zutreffend,.,0,3,Abgelehnt,78.1472,338032.0,513512.0,2.5,19.5,https://swissvotes.ch/vote/115.00
116.0,1931-12-06 00:00:00,Gesetz über die Besteuerung des Tabaks,Bundesgesetz über die Besteuerung des Tabaks,Fakultatives Referendum,Nicht zutreffend,.,0,3,Abgelehnt,78.1472,423523.0,425449.0,8.5,13.5,https://swissvotes.ch/vote/116.00
117.0,1933-05-28 00:00:00,Gesetz zur Herabsetzung der Löhne des Bundespersonals,"Bundesgesetz über die vorübergehende Herabsetzung der Besoldungen, Gehälter und Löhne der im Dienste des Bundes stehenden Personen",Fakultatives Referendum,Nicht zutreffend,.,0,3,Abgelehnt,80.508986,411536.0,505190.0,9.0,13.0,https://swissvotes.ch/vote/117.00
118.0,1934-03-11 00:00:00,Gesetz über den Schutz der öffentlichen Ordnung,Bundesgesetz über den Schutz der öffentlichen Ordnung,Fakultatives Referendum,Nicht zutreffend,.,0,3,Abgelehnt,78.987382,419399.0,488672.0,9.5,12.5,https://swissvotes.ch/vote/118.00
119.0,1935-02-24 00:00:00,Neuordnung der militärischen Ausbildung,Bundesgesetz über die Abänderung des Bundesgesetzes vom 12. April 1907 betreffend die Militärorganisation (Neuordnung der Ausbildung),Fakultatives Referendum,Nicht zutreffend,.,1,3,Angenommen,79.917752,507434.0,429520.0,14.5,7.5,https://swissvotes.ch/vote/119.00
120.0,1935-05-05 00:00:00,Verkehrsteilungsgesetz,Bundesgesetz über die Regelung der Beförderung von Gütern und Tieren mit Motorfahrzeugen auf öffentlichen Strassen (Verkehrsteilungsgesetz),Fakultatives Referendum,Nicht zutreffend,.,0,3,Abgelehnt,63.167386,232954.0,487169.0,2.0,20.0,https://swissvotes.ch/vote/120.00
121.0,1935-06-02 00:00:00,Initiative «zur Bekämpfung der Wirtschaftskrise»,Volksinitiative «zur Bekämpfung der Wirtschaftskrise»,Volksinitiative,Ausformulierter Verfassungsentwurf,Kriseninitiative,0,0,Abgelehnt,84.353114,425242.0,567425.0,4.0,18.0,https://swissvotes.ch/vote/121.00
122.0,1935-09-08 00:00:00,Initiative für eine Totalrevision der Bundesverfassung,Volksinitiative «für eine Totalrevision der Bundesverfassung»,Volksinitiative,Totalrevision der Verfassung,Fronteninitiative,0,3,Abgelehnt,60.896058,196135.0,511578.0,3.0,19.0,https://swissvotes.ch/vote/122.00
123.0,1937-11-28 00:00:00,Initiative «für ein Verbot der Freimaurerei»,Volksinitiative «für ein Verbot der Freimaurerei»,Volksinitiative,Ausformulierter Verfassungsentwurf,.,0,0,Abgelehnt,65.939003,234980.0,515327.0,1.0,21.0,https://swissvotes.ch/vote/123.00
124.0,1938-02-20 00:00:00,Anerkennung des Rätoromanischen als Nationalsprache,Bundesbeschluss über die Revision der Art. 107 und 116 der Bundesverfassung (Anerkennung des Rätoromanischen als Nationalsprache),Obligatorisches Referendum,Nicht zutreffend,.,1,1,Angenommen,54.326586,574991.0,52827.0,22.0,0.0,https://swissvotes.ch/vote/124.00
125.0,1938-02-20 00:00:00,Initiative zur Beschränkung der Dringlichkeitsklausel,Volksinitiative «betreffend die dringlichen Bundesbeschlüsse und die Wahrung der demokratischen Volksrechte»,Volksinitiative,Ausformulierter Verfassungsentwurf,.,0,0,Abgelehnt,54.326586,87638.0,488195.0,0.0,22.0,https://swissvotes.ch/vote/125.00
126.1,1938-02-20 00:00:00,Initiative «Private Rüstungsindustrie»,Volksinitiative «Private Rüstungsindustrie»,Volksinitiative,Ausformulierter Verfassungsentwurf,.,0,0,Abgelehnt,54.326586,65938.0,419013.0,0.0,22.0,https://swissvotes.ch/vote/126.10
126.2,1938-02-20 00:00:00,Gegenentwurf zur Initiative «Private Rüstungsindustrie»,Gegenentwurf zur Volksinitiative «Private Rüstungsindustrie»,Direkter Gegenentwurf,Nicht zutreffend,.,1,1,Angenommen,54.326586,394052.0,149025.0,22.0,0.0,https://swissvotes.ch/vote/126.20
127.0,1938-07-03 00:00:00,Schweizerisches Strafgesetzbuch,Schweizerisches Strafgesetzbuch,Fakultatives Referendum,Nicht zutreffend,.,1,3,Angenommen,57.055638,358438.0,312030.0,9.5,12.5,https://swissvotes.ch/vote/127.00
128.0,1938-11-27 00:00:00,Übergangsordnung des Finanzhaushalts,Bundesbeschluss betreffend die Übergangsordnung des Finanzhaushaltes,Obligatorisches Referendum,Nicht zutreffend,.,1,1,Angenommen,60.351939,509387.0,195538.0,21.0,1.0,https://swissvotes.ch/vote/128.00
129.0,1939-01-22 00:00:00,Initiative für eine Erweiterung der Verfassungsgerichtsbarkeit,Volksinitiative «zur Wahrung der verfassungsmässigen Rechte der Bürger» (Erweiterung der Verfassungsgerichtsbarkeit),Volksinitiative,Ausformulierter Verfassungsentwurf,.,0,0,Abgelehnt,46.550408,141323.0,347340.0,0.0,22.0,https://swissvotes.ch/vote/129.00
130.0,1939-01-22 00:00:00,Beschluss betreffend eine Einschränkung der Dringlichkeitsklausel,Bundesbeschluss über das Volksbegehren für Einschränkung der Anwendung der Dringlichkeitsklausel (Gegenentwurf),Direkter Gegenentwurf,Nicht zutreffend,.,1,1,Angenommen,46.550408,346024.0,155032.0,21.0,1.0,https://swissvotes.ch/vote/130.00
131.0,1939-06-04 00:00:00,Bundesbeschluss zum Ausbau der Landesverteidigung und zur Bekämpfung der Arbeitslosigkeit,Bundesbeschluss betreffend Ergänzung der Bundesverfassung für die Eröffnung und teilweise Deckung von Krediten zum Ausbau der Landesverteidigung und zur Bekämpfung der Arbeitslosigkeit,Obligatorisches Referendum,Nicht zutreffend,.,1,1,Angenommen,54.728811,445622.0,199540.0,19.0,3.0,https://swissvotes.ch/vote/131.00
132.0,1939-12-03 00:00:00,Dienstverhältnis und Versicherung des Bundespersonals,Bundesgesetz über die Änderung des Dienstverhältnisses und der Versicherung des Bundespersonals,Fakultatives Referendum,Nicht zutreffend,.,0,3,Abgelehnt,63.871149,290238.0,481035.0,3.5,18.5,https://swissvotes.ch/vote/132.00
133.0,1940-12-01 00:00:00,Einführung des obligatorischen militärischen Vorunterrichts,Bundesgesetz über die Abänderung der Art. 103 und 104 des Bundesgesetzes vom 12. April 1907 betreffend die Militärorganisation (Einführung des obligatorischen militärischen Vorunterrichts),Fakultatives Referendum,Nicht zutreffend,.,0,3,Abgelehnt,63.613821,345430.0,434817.0,5.0,17.0,https://swissvotes.ch/vote/133.00
134.0,1941-03-09 00:00:00,Initiative «zur Neuordnung des Alkoholwesens»,Volksinitiative «zur Neuordnung des Alkoholwesens»,Volksinitiative,Allgemeine Anregung,Reval-Initiative,0,3,Abgelehnt,61.429123,304867.0,452873.0,7.5,14.5,https://swissvotes.ch/vote/134.00
135.0,1942-01-25 00:00:00,Initiative für die Wahl des Bundesrates durch das Volk,Volksinitiative «für die Wahl des Bundesrates durch das Volk und die Erhöhung der Mitgliederzahl»,Volksinitiative,Ausformulierter Verfassungsentwurf,.,0,0,Abgelehnt,61.971646,251605.0,524127.0,0.0,22.0,https://swissvotes.ch/vote/135.00
136.0,1942-05-03 00:00:00,Initiative «für die Reorganisation des Nationalrates»,Volksinitiative «für die Reorganisation des Nationalrates»,Volksinitiative,Ausformulierter Verfassungsentwurf,.,0,0,Abgelehnt,51.486147,219629.0,408821.0,0.5,21.5,https://swissvotes.ch/vote/136.00
137.0,1944-10-29 00:00:00,Gesetz über den unlauteren Wettbewerb,Bundesgesetz über den unlauteren Wettbewerb,Fakultatives Referendum,Nicht zutreffend,.,1,3,Angenommen,50.922614,343648.0,305770.0,13.5,8.5,https://swissvotes.ch/vote/137.00
138.0,1945-01-21 00:00:00,Gesetz über die Bundesbahnen,Bundesgesetz über die Schweizerischen Bundesbahnen,Fakultatives Referendum,Nicht zutreffend,.,1,3,Angenommen,52.893195,388831.0,296809.0,13.0,9.0,https://swissvotes.ch/vote/138.00
139.0,1945-11-25 00:00:00,Gegenentwurf zur Volksinitiative «Für die Familie»,Bundesbeschluss über das Volksbegehren «Für die Familie» (Gegenentwurf),Direkter Gegenentwurf,Nicht zutreffend,.,1,1,Angenommen,55.531901,548601.0,170278.0,21.5,0.5,https://swissvotes.ch/vote/139.00
140.0,1946-02-10 00:00:00,Bundesbeschluss für eine Gütertransportordnung,Bundesbeschluss über das Volksbegehren betreffend eine Gütertransportordnung (Gegenentwurf),Direkter Gegenentwurf,Nicht zutreffend,.,0,0,Abgelehnt,65.208615,289935.0,571566.0,1.0,21.0,https://swissvotes.ch/vote/140.00
141.0,1946-12-08 00:00:00,Initiative «Recht auf Arbeit»,Bundesbeschluss über das Volksbegehren «Recht auf Arbeit»,Volksinitiative,Ausformulierter Verfassungsentwurf,.,0,0,Abgelehnt,50.131897,124792.0,525366.0,0.0,22.0,https://swissvotes.ch/vote/141.00
142.0,1947-05-18 00:00:00,Initiative «Wirtschaftsreform und Rechte der Arbeit»,Bundesbeschluss über das Volksbegehren betreffend «Wirtschaftsreform und Rechte der Arbeit»,Volksinitiative,Ausformulierter Verfassungsentwurf,.,0,0,Abgelehnt,59.430337,244415.0,539244.0,0.0,22.0,https://swissvotes.ch/vote/142.00
143.0,1947-07-06 00:00:00,Revision der Wirtschaftsartikel,Bundesbeschluss über eine Revision der Wirtschaftsartikel der Bundesverfassung,Obligatorisches Referendum,Nicht zutreffend,.,1,1,Angenommen,79.667653,556803.0,494414.0,13.0,9.0,https://swissvotes.ch/vote/143.00
144.0,1947-07-06 00:00:00,Gesetz über die AHV,Bundesgesetz über die Alters- und Hinterlassenenversicherung,Fakultatives Referendum,Nicht zutreffend,.,1,3,Angenommen,79.667653,862036.0,215496.0,21.5,0.5,https://swissvotes.ch/vote/144.00
145.0,1948-03-14 00:00:00,Ordnung der Zuckerwirtschaft,Bundesbeschluss über die Ordnung der schweizerischen Zuckerwirtschaft,Fakultatives Referendum,Nicht zutreffend,.,0,3,Abgelehnt,56.551591,272701.0,481352.0,2.0,20.0,https://swissvotes.ch/vote/145.00
146.0,1949-05-22 00:00:00,Nationalbank-Artikel,Bundesbeschluss über die Revision von Artikel 39 der Bundesverfassung betreffend die Schweizerische Nationalbank,Obligatorisches Referendum,Nicht zutreffend,.,0,0,Abgelehnt,61.047776,293650.0,468823.0,1.5,20.5,https://swissvotes.ch/vote/146.00
147.0,1949-05-22 00:00:00,Gesetz zur Bekämpfung der Tuberkulose,Bundesgesetz über die Ergänzung des Bundesgesetzes vom 13. Juni 1928 betreffend Massnahmen gegen die Tuberkulose,Fakultatives Referendum,Nicht zutreffend,.,0,3,Abgelehnt,61.047776,202863.0,613552.0,0.0,22.0,https://swissvotes.ch/vote/147.00
148.0,1949-09-11 00:00:00,Initiative «für die Rückkehr zur direkten Demokratie»,Volksinitiative «für die Rückkehr zur direkten Demokratie»,Volksinitiative,Ausformulierter Verfassungsentwurf,.,1,1,Angenommen,42.518793,280755.0,272599.0,12.5,9.5,https://swissvotes.ch/vote/148.00
149.0,1949-12-11 00:00:00,Gesetz über das Dienstverhältnis der Bundesbeamten,Bundesgesetz betreffend Abänderung des Bundesgesetzes vom 30. Juni 1927 über das Dienstverhältnis der Bundesbeamten,Fakultatives Referendum,Nicht zutreffend,.,1,3,Angenommen,72.00667,546160.0,441785.0,14.0,8.0,https://swissvotes.ch/vote/149.00
150.0,1950-01-29 00:00:00,Massnahmen zur Förderung der Wohnbautätigkeit,Bundesbeschluss betreffend die Verlängerung der Geltungsdauer und die Abänderung des Bundesbeschlusses über Massnahmen zur Förderung der Wohnbautätigkeit,Fakultatives Referendum,Nicht zutreffend,.,0,3,Abgelehnt,52.815975,333878.0,387456.0,6.5,15.5,https://swissvotes.ch/vote/150.00
151.0,1950-06-04 00:00:00,Neuordnung des Finanzhaushalts,Bundesbeschluss über die verfassungsmässige Neuordnung des Finanzhaushaltes des Bundes,Obligatorisches Referendum,Nicht zutreffend,Bundesfinanzreform,0,0,Abgelehnt,55.344333,267770.0,486381.0,6.0,16.0,https://swissvotes.ch/vote/151.00
152.0,1950-10-01 00:00:00,Initiative zur «Verhinderung der Spekulation»,Volksinitiative «zum Schutz des Bodens und der Arbeit durch Verhinderung der Spekulation»,Volksinitiative,Ausformulierter Verfassungsentwurf,Jungbauern-Initiative,0,0,Abgelehnt,43.67242,158794.0,429091.0,0.0,22.0,https://swissvotes.ch/vote/152.00
153.0,1950-12-03 00:00:00,Beschluss über die Mitgliederzahl des Nationalrates,Bundesbeschluss betreffend Abänderung des Artikels 72 der Bundesverfassung (Wahl des Nationalrates),Obligatorisches Referendum,Nicht zutreffend,.,1,1,Angenommen,55.686666,450395.0,218541.0,20.0,2.0,https://swissvotes.ch/vote/153.00
